iter	Passed	Remaining
0	8	824
1	14	691
2	19	640
3	25	620
4	30	584
5	35	559
6	40	539
7	45	524
8	50	511
9	55	500
10	60	491
11	65	481
12	70	473
13	75	466
14	80	457
15	85	449
16	90	443
17	95	436
18	100	429
19	105	423
20	110	416
21	115	410
22	120	403
23	125	397
24	130	391
25	135	386
