iter	Logloss
0	0.5386352169
1	0.4805662362
2	0.4456011878
3	0.4208960715
4	0.4098839023
5	0.4044560988
6	0.3909994919
7	0.3876666249
8	0.3781397431
9	0.3696267621
10	0.3666808823
11	0.3622918964
12	0.3558757003
13	0.3486425352
14	0.3438936969
15	0.3382245993
16	0.3330017127
17	0.3298584576
18	0.3255897305
19	0.3202659196
20	0.3173509456
21	0.3128137155
22	0.3095032884
23	0.3059465026
24	0.3036568524
25	0.2981314518
