iter	Logloss
128	0.2967224676
129	0.2960879755
130	0.295723003
131	0.2954011359
132	0.2948962742
133	0.294605202
134	0.2939649059
135	0.2936074934
136	0.2933773454
137	0.2931244802
138	0.2927712083
139	0.2923035001
140	0.2922128715
141	0.2917742206
142	0.291371762
143	0.2906154769
144	0.2901970478
145	0.2897077869
146	0.2893482303
147	0.2885200598
148	0.2880519634
149	0.2871796708
150	0.2870071753
151	0.2869511124
152	0.2865883765
153	0.2864233302
154	0.2862192451
155	0.2858127753
156	0.2856397623
157	0.2855161393
158	0.2848008154
159	0.2844927191
160	0.2842653068
161	0.2841947152
162	0.2836448628
163	0.2835796871
164	0.2831508144
165	0.2829252875
166	0.282426156
167	0.2818683553
168	0.2818014976
169	0.2804838812
170	0.2804244912
171	0.2798611082
172	0.2791571892
173	0.2788401095
174	0.2786233626
175	0.278400941
176	0.2782825676
177	0.2779538982
178	0.2771655429
179	0.2770726593
180	0.2763721228
181	0.2762280377
182	0.2754309208
183	0.2751432311
184	0.2750071497
185	0.2744098666
186	0.2742542472
187	0.2735562062
188	0.2735529344
189	0.2732328603
190	0.2727229155
191	0.2722782572
192	0.271905891
193	0.2711853545
194	0.2705723227
195	0.2702721747
196	0.2699888288
197	0.2699268879
198	0.2696613055
199	0.2691876638
200	0.2688606396
201	0.2687599556
202	0.2687521183
203	0.2686035045
204	0.2684086246
205	0.2681762584
206	0.2681698998
207	0.2679721733
208	0.2674075889
209	0.2671471266
210	0.2671395111
211	0.2668985867
212	0.2667829674
213	0.2663542611
214	0.2663329302
215	0.2661126343
216	0.2654876617
217	0.2649136872
218	0.2642860528
219	0.2635550727
220	0.2633896937
221	0.2633430948
222	0.2629145733
223	0.2628112091
224	0.2623649981
225	0.2620513195
226	0.2608909491
227	0.2607785831
228	0.2605358103
229	0.2603685089
230	0.2599485641
231	0.2598343311
232	0.2594790444
233	0.259164035
234	0.2584975836
235	0.2580016129
236	0.2578138678
237	0.2568261593
238	0.2566687655
239	0.2564567506
240	0.2562578226
241	0.2561791903
242	0.2558090053
243	0.2555979885
244	0.2555141807
245	0.2550607054
246	0.2549329789
247	0.2547672856
248	0.2544489675
249	0.2541383204
250	0.2539421835
251	0.2536351038
252	0.252876157
253	0.2528536431
254	0.2526878759
255	0.2523784857
256	0.2523734949
257	0.2515469325
258	0.2513482818
259	0.250592163
260	0.2505760077
261	0.2502380408
262	0.2501508319
263	0.2501429576
264	0.2500439187
265	0.2500085582
266	0.2500049168
267	0.249779889
268	0.2496612752
269	0.2496582992
270	0.2490886871
271	0.2489803136
272	0.2486482802
273	0.2485957663
274	0.2479176328
275	0.2474511815
276	0.2472473921
277	0.2472343052
278	0.2469150074
279	0.2466615507
280	0.2463905154
281	0.2461635652
282	0.2458405521
283	0.2454448402
284	0.2451888142
285	0.2449824739
286	0.2447732501
287	0.2447591466
288	0.2446958009
289	0.2445472056
290	0.2445436197
291	0.244410274
292	0.2444060595
293	0.2443337674
294	0.2438952459
295	0.2438894973
296	0.2435405137
297	0.2430655597
298	0.2427925835
299	0.242707297
300	0.2423646166
301	0.2416931004
302	0.2416189969
303	0.241282213
304	0.2410003828
305	0.2405478317
306	0.2401216393
307	0.2401195136
308	0.2398182934
309	0.239806981
310	0.2392772395
311	0.2389651321
312	0.2388729139
313	0.2388473317
314	0.2386418602
315	0.2385697345
316	0.2382302703
317	0.2376453531
318	0.2376248725
319	0.2372266098
320	0.2370824508
321	0.2369531531
322	0.2368055745
323	0.2364352415
324	0.2357287901
325	0.2355052225
326	0.23547757
327	0.2351286603
328	0.2350959246
329	0.2348666824
330	0.2346235953
331	0.2344489927
332	0.2342101201
333	0.2341168113
334	0.2339595654
335	0.2337302307
336	0.2335935578
337	0.2333275872
338	0.23300877
339	0.2327241118
340	0.2324308399
341	0.2323902114
342	0.2320070134
343	0.2317617637
344	0.2316602664
345	0.2315591203
346	0.2315457747
347	0.2313403956
348	0.2311688059
349	0.2309076042
350	0.2305644802
351	0.2303486575
352	0.2301278256
353	0.2300111712
354	0.2300082691
355	0.229730598
356	0.229436254
357	0.2293241467
358	0.2290461059
359	0.2288680097
360	0.2287886566
361	0.2285994143
362	0.22846093
363	0.2280638318
364	0.227561484
365	0.2268824632
366	0.2264153095
367	0.2258663813
368	0.2256578229
369	0.2252849392
370	0.2248154565
371	0.2245320921
372	0.2244428684
373	0.2243557519
374	0.2241657518
375	0.2238976925
376	0.2237998551
377	0.2232637365
378	0.2229951411
379	0.2228345496
380	0.2228260468
381	0.2227252519
382	0.222519651
383	0.2224942721
384	0.2223843275
385	0.2218581719
386	0.2217422938
387	0.2217092254
388	0.2214887817
389	0.2213280976
390	0.2211005374
391	0.2209781714
392	0.2208869329
393	0.2205339752
394	0.2204675056
395	0.2203751581
396	0.2202535314
397	0.2202133096
398	0.2198729582
399	0.2196001853
400	0.2193143626
401	0.2187360074
402	0.218599279
403	0.2185888724
404	0.2185514047
405	0.2184995562
406	0.2181414784
407	0.2175276333
408	0.2174471711
409	0.2171050083
410	0.2169362096
411	0.2168001467
412	0.2164903868
413	0.2162672813
414	0.2161439171
415	0.2160311074
416	0.2158771148
417	0.2156692588
418	0.2154836949
419	0.2153109037
420	0.2152643787
421	0.2149654876
422	0.2147571695
423	0.2144813283
424	0.2141272431
425	0.2140078715
426	0.2136489803
427	0.2135448213
428	0.2133008101
429	0.2131368728
430	0.2129529171
431	0.2127906065
432	0.2127536009
433	0.2127237118
434	0.2126223069
435	0.2121741736
436	0.2120929905
437	0.2118794414
438	0.2116843027
439	0.2116680919
440	0.2112781102
441	0.2107435258
442	0.210741474
443	0.2106501431
444	0.210646705
445	0.210607241
446	0.210500143
447	0.2099025271
448	0.2097603274
449	0.2093468521
450	0.209195669
451	0.2088719535
452	0.2086231918
453	0.2084685152
454	0.2080928588
455	0.2078140231
456	0.207778792
457	0.2073461855
458	0.2072503629
459	0.2072475348
460	0.2070285698
461	0.2068082924
462	0.2065894937
463	0.206476148
464	0.2064715269
465	0.2064194751
466	0.2062601959
467	0.2060588834
468	0.2058516744
469	0.205800935
470	0.2057965358
471	0.2054681252
472	0.2050026536
473	0.2049575334
474	0.2046627828
475	0.2046481802
476	0.2043756107
477	0.2042559064
478	0.2041296032
479	0.2040360541
480	0.2040358323
481	0.2040322649
482	0.2039650005
483	0.2039082722
484	0.2039043535
485	0.2037368303
486	0.2037310078
487	0.2037026713
488	0.2035343533
489	0.2034531887
490	0.2034103791
491	0.2033423014
492	0.2031853512
493	0.203061987
494	0.2028103233
495	0.2027598612
496	0.2026196762
497	0.2024415615
498	0.2022713581
499	0.2021675133
500	0.2017542044
501	0.2016477533
502	0.2015043521
503	0.2013717642
504	0.2012950174
505	0.2011447955
506	0.2009786586
507	0.2005454791
508	0.2003813385
509	0.200356551
510	0.2001454419
511	0.2001410056
512	0.2001102847
513	0.1999269944
514	0.1998778262
515	0.1998395267
516	0.1997119296
517	0.1995468833
518	0.1994061438
519	0.1993924285
520	0.1993907834
521	0.199122188
522	0.1990161251
523	0.1987460325
524	0.1985827237
525	0.1984849048
526	0.198466439
527	0.1981889527
528	0.1980780839
529	0.1978444793
530	0.1975804681
531	0.1971600981
532	0.1970400611
533	0.1968744972
534	0.1967708927
535	0.1967678798
536	0.1964942567
537	0.1963091734
538	0.1961949035
539	0.1961768813
540	0.1960693766
541	0.1958735724
542	0.1958395613
543	0.1958305225
544	0.1958164744
545	0.1957322969
546	0.1957295428
547	0.1951862522
548	0.1950863631
549	0.1947445884
550	0.1947262335
551	0.1946253831
552	0.1942289689
553	0.1942231648
554	0.1942102258
555	0.193680207
556	0.1936706506
557	0.1936637375
558	0.1931413712
559	0.1931342362
560	0.1923963615
561	0.1923233115
562	0.1922153817
563	0.192056158
564	0.192033755
565	0.1920267679
566	0.1917577474
567	0.1916089488
568	0.1912457878
569	0.1912146418
570	0.1908839207
571	0.1907781535
572	0.190628671
573	0.19034429
574	0.1901752696
575	0.1901357132
576	0.1900292252
577	0.1895616833
578	0.18954087
579	0.1892652876
580	0.1891933097
581	0.1890239381
582	0.188924548
583	0.1886200931
584	0.1886117751
585	0.1883592242
586	0.188091627
587	0.187859039
588	0.1876376341
589	0.1876336785
590	0.1876091313
591	0.1875968392
592	0.1873341034
593	0.1872664509
594	0.1871872826
595	0.1870894267
596	0.1869107945
597	0.1868750643
598	0.1867503138
599	0.1867271345
600	0.1866724764
601	0.1864657665
602	0.1861754521
603	0.1861672081
604	0.1861365057
605	0.1861325315
606	0.1859586682
607	0.1858569676
608	0.1857990563
609	0.1852840467
610	0.1852144718
611	0.1851586862
612	0.1851510522
613	0.1851451372
614	0.1850911446
615	0.1849559504
616	0.1844273549
617	0.1842628447
618	0.183850959
619	0.1838181124
620	0.1832297387
621	0.182919147
622	0.1825672429
623	0.1825588695
624	0.1825534536
625	0.1825175571
626	0.1824670395
627	0.1824193316
628	0.1823976864
629	0.1823927142
630	0.1823914757
631	0.1823896458
632	0.1822237307
633	0.1822205514
634	0.1820864663
635	0.1820224921
636	0.1819289431
637	0.1818845068
638	0.1817633792
639	0.1817612535
640	0.1816773903
641	0.1816626583
642	0.1816616971
643	0.1816596269
644	0.181457575
645	0.1812979631
646	0.1810717337
647	0.1809103843
648	0.18079007
649	0.1807891642
650	0.1807881661
651	0.1807854859
652	0.1806950052
653	0.1805380365
654	0.1799660029
655	0.1797709566
656	0.1794676293
657	0.1794510304
658	0.1793532484
659	0.1790943573
660	0.178858128
661	0.1785154845
662	0.1784251148
663	0.178231159
664	0.1781714917
665	0.1781491812
666	0.1779540424
667	0.1778663529
668	0.1776752252
669	0.1776674249
670	0.1775652621
671	0.1774794395
672	0.1774297168
673	0.1767882746
674	0.17660711
675	0.1763209731
676	0.1763189583
677	0.1763116755
678	0.1760792908
679	0.1755393645
680	0.1755391796
681	0.1752695861
682	0.175061915
683	0.1750474233
684	0.1750350758
685	0.1749173308
686	0.1748489759
687	0.1748471829
688	0.1744269793
689	0.1744001956
690	0.1738541139
691	0.1733779769
692	0.1733733373
693	0.1732522282
694	0.1731326902
695	0.1726984386
696	0.1726650929
697	0.1726106381
698	0.1724166824
699	0.1724156473
700	0.1723205456
701	0.1721772737
702	0.1721309521
703	0.1720800648
704	0.171986793
705	0.1717706746
706	0.1717463123
707	0.1715637059
708	0.1714059979
709	0.1714051291
710	0.1712252399
711	0.1712042602
712	0.170761894
713	0.17067182
714	0.17048694
715	0.1704759234
716	0.1704732432
717	0.1704639456
718	0.1701940378
719	0.1700934093
720	0.1700375313
721	0.1700027993
722	0.1699735571
723	0.1699662743
724	0.1698286402
725	0.169583982
726	0.1693460521
727	0.1692604143
728	0.1692515049
729	0.1688254049
730	0.1686376598
731	0.1685410609
732	0.1685317633
733	0.1683989906
734	0.1681533157
735	0.1681525209
736	0.1679048313
737	0.1678908387
738	0.1678279921
739	0.1675748311
740	0.1675464207
741	0.1674427053
742	0.1674327053
743	0.167430709
744	0.1674246647
745	0.1672058845
746	0.1671242393
747	0.1669277882
748	0.1666373629
749	0.166620191
750	0.166344054
751	0.1662088599
752	0.1661406158
753	0.1658569003
754	0.1657332588
755	0.1657122237
756	0.1657085269
757	0.1657055694
758	0.1656910407
759	0.1656273253
760	0.1651265487
761	0.1647593581
762	0.1642959197
763	0.1642843116
764	0.1640296719
765	0.164026049
766	0.1637349582
767	0.1634279155
768	0.1633494682
769	0.1630975087
770	0.1629955493
771	0.1629672498
772	0.1629539966
773	0.1629375271
774	0.1629255492
775	0.1625945694
776	0.1625860851
777	0.1623848465
778	0.1623568428
779	0.1622772124
780	0.1622501329
781	0.1622471385
782	0.1620695413
783	0.1620662696
784	0.1619133305
785	0.1618119072
786	0.1617902066
787	0.1616461585
788	0.1615657518
789	0.1613415372
790	0.1611797257
791	0.1610414076
792	0.1610385241
793	0.1608946238
794	0.1607644759
795	0.1607526459
796	0.1606797808
797	0.1606047715
798	0.1605991523
799	0.1605964721
800	0.1605768602
801	0.1604904831
802	0.16010503
803	0.1599725345
804	0.1599214809
805	0.1597887082
806	0.1596993921
807	0.1596006489
808	0.1594479132
809	0.1594454917
810	0.1594289483
811	0.1593229593
812	0.1591959907
813	0.1591874139
814	0.1590852142
815	0.1587353989
816	0.1586801863
817	0.1586749183
818	0.1586082454
819	0.1584501861
820	0.1583106112
821	0.1580351212
822	0.1580300935
823	0.1578816276
824	0.1578814243
825	0.1577058973
826	0.1576689288
827	0.1575780969
828	0.1572965256
829	0.157250093
830	0.1569517564
831	0.1569437158
832	0.1568959893
833	0.1568918858
834	0.1568816824
835	0.156863993
836	0.1568120151
837	0.156712089
838	0.1566791685
839	0.1563913125
840	0.1560473381
841	0.1559362845
842	0.155933937
843	0.1559108131
844	0.1559062105
845	0.1556074858
846	0.1555958961
847	0.155560166
848	0.1555230125
849	0.1555049533
850	0.1555029201
851	0.1552831233
852	0.1552653968
853	0.155182199
854	0.1551415705
855	0.155040868
856	0.1549966351
857	0.154648927
858	0.1546336127
859	0.1545030581
860	0.1545010803
861	0.1543583723
862	0.1543582244
863	0.1543426976
864	0.1542644535
865	0.1540798139
866	0.1540270967
867	0.1536812462
868	0.1534987045
869	0.1533420593
870	0.1531685656
871	0.1530210979
872	0.1530171607
873	0.1528541015
874	0.1528095174
875	0.152772863
876	0.1527684822
877	0.1525910884
878	0.1525677612
879	0.1524618277
880	0.1524595911
881	0.1520529088
882	0.1518644244
883	0.1518437774
884	0.15177399
885	0.1516199603
886	0.1513236385
887	0.1513231949
888	0.1511932502
889	0.151038971
890	0.1510165311
891	0.1510132779
892	0.1509521503
893	0.1509050615
894	0.1508101077
895	0.1508068822
896	0.15080386
897	0.1508004496
898	0.150674359
899	0.150655847
900	0.1504788413
901	0.1504742757
902	0.1503399318
903	0.1503245991
904	0.1502969835
905	0.1502917063
906	0.1502775565
907	0.1502101535
908	0.1498920203
909	0.1498195895
910	0.1496104212
911	0.1496102733
912	0.1495967983
913	0.149354959
914	0.1491958369
915	0.1490310031
916	0.1488720104
917	0.1488173154
918	0.1488170658
919	0.1485085352
920	0.148401927
921	0.1483554112
922	0.1483213539
923	0.1483166866
924	0.1480087659
925	0.1478978971
926	0.1478582945
927	0.1477797917
928	0.1477651059
929	0.147687213
930	0.1476862796
931	0.1476849672
932	0.1476766308
933	0.1476727491
934	0.147569006
935	0.1475535716
936	0.1474629708
937	0.147241381
938	0.1472367784
939	0.1471394216
940	0.1468228687
941	0.1467365471
942	0.146719486
943	0.1465803455
944	0.1465768335
945	0.1461858166
946	0.1461131456
947	0.1458940327
948	0.1457884504
949	0.145597258
950	0.1452611395
951	0.1452006774
952	0.1449860654
953	0.1449831726
954	0.1448999933
955	0.1448924702
956	0.1448848824
957	0.1448789674
958	0.1445292445
959	0.14443442
960	0.1444334773
961	0.1443832647
962	0.1442179966
963	0.1442175437
964	0.1441499189
965	0.1439707506
966	0.1439656859
967	0.1438580888
968	0.1437570351
969	0.1437568041
970	0.1437562588
971	0.1437558983
972	0.1437533383
973	0.1437531811
974	0.1437189575
975	0.1436591792
976	0.143640011
977	0.1436052605
978	0.1434473307
979	0.143378948
980	0.1433776541
981	0.1432950293
982	0.1432846042
983	0.1431937723
984	0.1430528388
985	0.142825066
986	0.1426573395
987	0.1426391232
988	0.1424351952
989	0.1424219789
990	0.1424174133
991	0.1423740676
992	0.1423705094
993	0.1422649825
994	0.1422637256
995	0.1420208603
996	0.1420007402
997	0.1419129305
998	0.1419070525
999	0.1416728195
